206916,"Neither party may assign any of its rights or obligations under this agreement without the prior written consent of the other, which the other party may not unreasonably withhold, except that Nephros may upon giving written notice to Medica assign or transfer its rights and obligations under this agreement to an Affiliate of Nephros or a successor to all or substantially all of its assets or business relating to this agreement, whether by sale, merger, operation of law, or otherwise.","Neither party may assign any of its rights or obligations under this agreement without the prior written consent of the other, which the other party may not unreasonably withhold, except that Nephros may upon giving written notice to Medica assign or transfer its rights and obligations under this agreement to an Affiliate of Nephros or a successor to all or substantially all of its assets or business relating to this agreement, whether by sale, merger, operation of law, or otherwise.",0
159027,"In March 2001, Celgene shall provide a firm order for Material for July through September, 2001 and a revised forecast for the months October, 2001 through June, 2002.","In March 2001, Celgene shall not provide a firm order for Material for July through September, 2001 and a revised forecast for the months October, 2001 through June, 2002.",1
187996,Medica may not reject any purchase order that complies with the provisions of this Article 3.,Medica may reject any purchase order that complies with the provisions of this Article 3.,1
188007,"Nephros shall pay all freight, insurance, duties, and other fees (except tax on income to Medica) incurred in connection with sale and shipment of Cartridges under this agreement.","Nephros shall not pay all freight, insurance, duties, and other fees (except tax on income to Medica) incurred in connection with sale and shipment of Cartridges under this agreement.",1
187995,Nephros must order for delivery in any given Quarter an aggregate quantity of Cartridge not exceeding 110% of the Final Forecast Quantity.,Nephros may order for delivery in any given Quarter an aggregate quantity of Cartridge not exceeding 110% of the Final Forecast Quantity.,1
152696,"CoPacker may restrict access by WWI's representatives to only those areas where the Products and ingredients and materials for the Products are processed, tested, or stored.","CoPacker may not restrict access by WWI's representatives to only those areas where the Products and ingredients and materials for the Products are processed, tested, or stored.",1
188001,"(a) Nephros may reject any Cartridge that does not meet the Specifications or otherwise comply with this agreement (any such Cartridge, a ""Nonconforming Cartridge"").","(a) Nephros may not reject any Cartridge that does not meet the Specifications or otherwise comply with this agreement (any such Cartridge, a ""Nonconforming Cartridge"").",1
206912,"Upon the occurrence of an Event of Force Majeure, the party failing or delaying performance shall promptly notify the other party in writing, setting forth the nature of the occurrence, its expected duration, and how that party's performance is affected.","Upon the occurrence of an Event of Force Majeure, the party failing or delaying performance shall promptly notify the other party in writing, setting forth the nature of the occurrence, its expected duration, and how that party's performance is affected.",0
206875,"(a) In order to be entitled to indemnification under this Article 11 in connection with a claim made by any Person against any other Person with respect to which that other Person (an ""Indemnified Party"") is entitled to indemnification pursuant to this Article 11 (any such claim, a ""Third Party Claim""), that Indemnified Party must do the following: (1) notify the Person or Persons obligated to indemnify it (the ""Indemnifying Party"") in writing, and in reasonable detail, of that Third Party Claim as soon as possible but in any event within 10 Business Days after receipt of notice of that Third Party Claim, except that any failure to give any such notification will only affect the Indemnifying Party's obligation to indemnify the Indemnified Party if the Indemnifying Party has been prejudiced as a result of that failure; and (2) deliver to the Indemnifying Party as soon as possible but in any event within 10 Business Days after the Indemnified Party receives a copy of all notices and documents (including court papers) delivered to that Indemnified Party relating to that Third Party Claim.","(a) In order to be entitled to indemnification under this Article 11 in connection with a claim made by any Person against any other Person with respect to which that other Person (an ""Indemnified Party"") is entitled to indemnification pursuant to this Article 11 (any such claim, a ""Third Party Claim""), that Indemnified Party must do the following: (1) notify the Person or Persons obligated to indemnify it (the ""Indemnifying Party"") in writing, and in reasonable detail, of that Third Party Claim as soon as possible but in any event within 10 Business Days after receipt of notice of that Third Party Claim, except that any failure to give any such notification will only affect the Indemnifying Party's obligation to indemnify the Indemnified Party if the Indemnifying Party has been prejudiced as a result of that failure; and (2) deliver to the Indemnifying Party as soon as possible but in any event within 10 Business Days after the Indemnified Party receives a copy of all notices and documents (including court papers) delivered to that Indemnified Party relating to that Third Party Claim.",0
6,"Customer shall make weekly payments via wire transfer on the following Thursday, for the sales of the Applicable Sales Period that ended approximately oneweek prior.","Customer shall not make weekly payments via wire transfer on the following Thursday, for the sales of the Applicable Sales Period that ended approximately oneweek prior.",1
147411,MP3.com may from time to time during the Term request Cinram to perform Fulfillment Services on its behalf not covered by this Agreement or to change any Service Level (&quot;Special Services&quot;).,"If through Cinram's buying power Cinram can effectively reduce MP3.com's freight expense, then upon the mutual written agreement of the parties Cinram will prepay and bill the freight to MP3.com with a [***] markup.",0
206886,"No party will be liable to any other for any indirect, consequential, or special damages or for loss of profits.","No party will be liable to any other for any indirect, consequential, or special damages or for loss of profits.",0
206879,The Indemnifying Party will be liable for the fees and expenses of counsel employed by the Indemnified Party for any period during which the Indemnifying Party did not assume the defense of any Third Party Claim (other than during any period in which the Indemnified Party failed to give notice of the Third Party Claim as provided above and a reasonable period after such notice).,The Indemnifying Party will be liable for the fees and expenses of counsel employed by the Indemnified Party for any period during which the Indemnifying Party did not assume the defense of any Third Party Claim (other than during any period in which the Indemnified Party failed to give notice of the Third Party Claim as provided above and a reasonable period after such notice).,0
195441,"If Nephros pays an invoice before Nephros examines the shipment as provided in Section 4.2 and thereafter determines that one or more Cartridges do not meet the Specifications, Medica shall reimburse Nephros, by wire transfer, the purchase price of the nonconforming Cartridges within 14 Calendar Days of Nephros notifying Medica of that nonconformity.","d) Complaint investigations shall be a shared process between Medica (QA, Manufacturing, and Engineering) and Nephros (QA and R&D).",0
75669,9.5 The Company shall provide to the Customer written notification not less than thirty (30) days of any changes to the fees referred to herein due to direct increase/decrease costs by Company.,9.5 The Company shall not provide to the Customer written notification not less than thirty (30) days of any changes to the fees referred to herein due to direct increase/decrease costs by Company.,1
121312,"Topps shall have no right to use any of Hershey's marks, names, other trade identities, copyrighted works or other intellectual property except to the extent that Hershey has incorporated its own intellectual property in or used in the manufacture of the Product or Packaged Product supplied by Hershey to Topps.","Hershey shall indemnify, defend and hold harmless Topps from and against any and all claims, demands, suits, judgments, costs and expenses, including, without limitation, reasonable attorneys' fees, resulting from or arising out of any breach or violation of any 13 representation, warranty or guarantee of Hershey in this paragraph 5(b).",0
139703,"At the end of the term of this Agreement, 7UP/RC may use the Equipment to produce Products as well as other energy drinks.","At the end of the term of this Agreement, 7UP/RC shall not use the Equipment to produce Products as well as other energy drinks.",1
152689,CoPacker shall assume all costs of transportation and handling both ways for such rejected Products.,CoPacker shall not assume all costs of transportation and handling both ways for such rejected Products.,1
188009,"Nephros shall supply to Medica, for use by Medica in performing its obligations under this agreement, the equipment listed in Schedule 5.6.","Nephros shall not supply to Medica, for use by Medica in performing its obligations under this agreement, the equipment listed in Schedule 5.6.",1
9,Customer shall make arrangements through USF order department for any goods to be returned to USF.,Customer shall not make arrangements through USF order department for any goods to be returned to USF.,1
139706,"In the event that such recall results from any cause or event arising from defective manufacture of the Product by 7UP/RC, 7UP/RC shall be responsible for all expenses of the recall.","In the event that such recall results from any cause or event arising from defective manufacture of the Product by 7UP/RC, 7UP/RC shall not be responsible for all expenses of the recall.",1
55881,"Cubist shall perform, or cause to be performed, all reasonable testing in connection with the release of Filled Product as may be required for satisfying the Regulatory Authorities or Applicable Laws or monitoring QC.","Subject to Section 4.6, (a) the first [*] of the Initial Forecast shall not be binding upon Cubist, (b) the [*] of the Initial Forecast shall be binding upon Chiron and Cubist, (c) the [*] shall be binding to the extent that Chiron shall be obligated to purchase and Cubist shall be obligated to supply not less than [*] of the forecasted quantities of Filled Products, but Chiron may, at its option, purchase, and Cubist shall be obligated to supply, up to [*] of the quantities forecasted for those [*] (the latter quantities being referred to hereinafter as the ""INITIAL FORECAST MAXIMUM QUANTITIES"") and (d) the [*] of the Initial Forecast shall be nonbinding.",0
112099,Topps will pay Hershey the invoiced amount within 30 days of the invoice date.,The parties shall share the costs and expenses of any other recall.,0
206885,"If the Indemnifying Party has timely disputed its liability with respect to the Claim, the Indemnifying Party and the Indemnified Party shall proceed in good faith to negotiate a resolution of the Claim and, if the Claim is not resolved through negotiations within 60 Business Days following receipt by the Indemnifying Party of notice of that Claim from the Indemnified Party, the Indemnified Party may take the dispute to arbitration pursuant to Section 14.5.","If the Indemnifying Party has timely disputed its liability with respect to the Claim, the Indemnifying Party and the Indemnified Party shall proceed in good faith to negotiate a resolution of the Claim and, if the Claim is not resolved through negotiations within 60 Business Days following receipt by the Indemnifying Party of notice of that Claim from the Indemnified Party, the Indemnified Party may take the dispute to arbitration pursuant to Section 14.5.",0
128481,"Thereafter, Cubist shall commence purchasing Product from DSM in accordance with the obligations specified in Section 3.2; provided that: (i) Cubist shall not be required to cancel binding purchase orders with any third party and (ii) DSM shall pay all cancellation costs incurred by Cubist in switching its purchases to DSM.",: (617) 5761999 or to such other place as any party may designate as to itself by written notice to the other party.,0
206920,23 if to Medica: Medica s.r.l.,23 if to Medica: Medica s.r.l.,0
75673,8.2 The Customer shall be allowed to return 48 x 40 fourway hardwood pallets and to receive credit for those returned as long as the Company is satisfied with the condition of such pallet.,8.2 The Customer shall not be allowed to return 48 x 40 fourway hardwood pallets and to receive credit for those returned as long as the Company is satisfied with the condition of such pallet.,1
139711,"If requested by Purchaser, 7UP/RC shall provide Purchaser with suitable evidence establishing that a cost increase did occur.","If requested by Purchaser, 7UP/RC shall not provide Purchaser with suitable evidence establishing that a cost increase did occur.",1
102743,"In the event that Topps purchases less than such amount, the prices should be adjusted to reflect any increases in cost to Hershey.","In the event that Topps purchases less than such amount, the prices shall be adjusted to reflect any increased cost to Hershey.",1
4,Customer will be required to complete the New Product/Special Order Notification and Agreement attached hereto as ATTACHMENT B for all Proprietary Products.,Customer will not be required to complete the New Product/Special Order Notification and Agreement attached hereto as ATTACHMENT B for all Proprietary Products.,1
3,Customer will notify USF at least [***] days in advance of special promotions that may cause unusual or excessive demand on inventory.,Customer may notify USF at least [***] days in advance of special promotions that may cause unusual or excessive demand on inventory.,1
119995,"In the event Topps ceases to carry adequate insurance that names Hershey as an additional insured, and Topps fails to cure such breach within fortyfive (45) days after written notice by Hershey, Hershey may terminate this Agreement by giving Topps written notice of Hershey's election to terminate this Agreement on twelve (12) months' notice; provided, however, that during such twelve (12) month period Hershey shall have the right to buy such insurance and bill Topps therefor.","HERSHEY'S RESPONSIBILITIES (a) As an essential condition of this Agreement, Hershey shall, at all times, manufacture and produce the Product and the Packaged Product strictly in accordance with Topps specifications, formula sequences, time requirements and quality standards, which Topps may revise from timetotime.",0
206878,"If the Indemnifying Party assumes defense of any Third Party Claim, the Indemnified Party will be entitled to participate in the defense of that Third Party Claim and to employ counsel, at its own expense, separate from counsel employed by the Indemnifying Party, it being understood that the Indemnifying Party will be entitled to control that defense.","If the Indemnifying Party assumes defense of any Third Party Claim, the Indemnified Party will be entitled to participate in the defense of that Third Party Claim and to employ counsel, at its own expense, separate from counsel employed by the Indemnifying Party, it being understood that the Indemnifying Party will be entitled to control that defense.",0
187994,Nephros and Medica shall at the time of each report determine jointly the actions to be taken with respect to these findings.,Nephros and Medica may at the time of each report determine jointly the actions to be taken with respect to these findings.,1
195265,"Nephros shall pay each such invoice in full within 45 Calendar Days from the date of invoice, unless Nephros has rejected the shipment in question in accordance with Section 4.2.",The parties shall establish and hold meetings of a Joint Review Committee annually.,0
152694,CoPacker shall furnish to WWI without charge samples of the Products that WWI reasonably requests for quality control testing and evaluation.,CoPacker may furnish to WWI without charge samples of the Products that WWI reasonably requests for quality control testing and evaluation.,1
139705,"Purchaser shall not purchase the equipment specified in Exhibit B (the ""Equipment') at its sole cost and expense.","Purchaser shall purchase the equipment specified in Exhibit B (the ""Equipment') at its sole cost and expense.",1
187998,"(b) Nephros shall at its cost obtain and maintain productliability insurance coverage in the amount of $5,000,000 in relation to the Cartridge.","(b) Nephros may at its cost obtain and maintain productliability insurance coverage in the amount of $5,000,000 in relation to the Cartridge.",1
206924,"Nothing in this agreement creates, or will be deemed to create, a partnership or the relationship of principal and agent or employer and employee between the parties.","Nothing in this agreement creates, or will be deemed to create, a partnership or the relationship of principal and agent or employer and employee between the parties.",0
149991,Inbound shipments arriving at Cinram's warehouse without one Business Day's prior notice may be delayed depending on the space and manpower available at the time of arrival.,"This Agreement will be governed by and construed, interpreted and enforced under the laws of the State of California.",0
162437,CoPacker will assume no costs of transportation and handling for such rejected Products.,CoPacker shall assume all costs of transportation and handling both ways for such rejected Products.,1
152692,Payments by WWI for any quantity of the Products shall not constitute approval or acceptance of such Products.,Payments by WWI for any quantity of the Products shall constitute approval or acceptance of such Products.,1
206899,"At any time or from time to time from the date of this agreement, Medica, on the one hand, and Nephros, on the other hand, shall at the request, and at the expense, of the other do the following: (1) to the extent consistent with this agreement deliver to the other such records, data, or other documents requested by the other; and (2) take or cause to be taken all such other actions as are reasonably necessary or desirable in order to permit the other to obtain the full benefits of this agreement.","At any time or from time to time from the date of this agreement, Medica, on the one hand, and Nephros, on the other hand, shall at the request, and at the expense, of the other do the following: (1) to the extent consistent with this agreement deliver to the other such records, data, or other documents requested by the other; and (2) take or cause to be taken all such other actions as are reasonably necessary or desirable in order to permit the other to obtain the full benefits of this agreement.",0
206895,C. Nephros shall pay Medica an amount equal to the purchase price of any Cartridges manufactured in connection with purchase orders that remain open on the date of termination of this agreement and Medica shall deliver to Nephros pursuant to Section 3.2 those Cartridges.,C. Nephros shall pay Medica an amount equal to the purchase price of any Cartridges manufactured in connection with purchase orders that remain open on the date of termination of this agreement and Medica shall deliver to Nephros pursuant to Section 3.2 those Cartridges.,0
26562,"5 5 4.2 AorTech shall immediately notify Novoste B.V. upon receipt of communication scheduling an inspection, excluding an inspection requested by Novoste B.V., stated above in Section 4.1.",Until such time pricing shall remain as indicated in section 6 of this Agreement.,0
159031,JMI shall have the right to participate in such defense at its cost.,JMI may have the right to participate in such defense at its cost.,1
152695,Copacker shall be the exclusive supplier of the Products within the continental United States of America during the term of this Agreement.,Copacker may be the exclusive supplier of the Products within the continental United States of America during the term of this Agreement.,1
206877,"If the Indemnifying Party so elects to assume the defense of a Third Party Claim, the Indemnifying Party will not be liable to the Indemnified Party for any legal expenses subsequently incurred by the Indemnified Party in connection with the defense of that Third Party Claim, except that if, under applicable standards of professional conduct, there exists a conflict on any significant issue between the Indemnified Party and the Indemnifying Party in connection with that Third Party Claim, the Indemnifying Party shall pay the reasonable fees and expenses of one additional counsel to act with respect to that issue to the extent necessary to resolve that conflict.","If the Indemnifying Party so elects to assume the defense of a Third Party Claim, the Indemnifying Party will not be liable to the Indemnified Party for any legal expenses subsequently incurred by the Indemnified Party in connection with the defense of that Third Party Claim, except that if, under applicable standards of professional conduct, there exists a conflict on any significant issue between the Indemnified Party and the Indemnifying Party in connection with that Third Party Claim, the Indemnifying Party shall pay the reasonable fees and expenses of one additional counsel to act with respect to that issue to the extent necessary to resolve that conflict.",0
162440,"CoPacker shall manufacture the Products at its processing facilities at Irwindale and Los Angeles, California or at such other facility as WWI and CoPacker shall mutually agree (the ""Factory"").","CoPacker shall manufacture the Products at its processing facilities at Irwindale and Los Angeles, Califronia or at such other facility as WWI and CoPacker may not mutually agree (the ""Factory"").",1
13363,"Unless otherwise agreed in the Scope, all communications between CBSI and the Sponsor regarding the conduct of the Program pursuant to the Scope shall be addressed to or routed through the Program Manager and Sponsor Representative, directly.",b) CBSI will develop specifications for all raw materials based on information provided by EntreMed.,0
123047,(b) Cubist shall not be required to pay DSM for any Product which has been property rejected in accordance with clause 3.11 sub (a).,(b) Cubist may be required to pay DSM for any Product which has been properly rejected in accordance with clause 3.11 sub (a).,1
132136,"DSM shall return to Cubist, freight prepaid, all replaced Product, * Confidential treatment requested: Material has been omitted and filed with the Commission.","In making proof of this Agreement, it shall not be necessary to produce or account for more than one such counterpart.",0
75670,The Company will make available to the Customer 48 x 40 fourway hardwood pallets in quantities sufficient to store and ship all Finished Case Goods at a cost of $___ each.,The Company may make available to the Customer 48 x 40 fourway hardwood pallets in quantities sufficient to store and ship all Finished Case Goods at a cost of $___ each.,1
107623,"Hershey shall perform such additional quality assurance tests, audits or evaluation that Topps may request, and Topps shall pay the incremental cost, if any, of the additional functions.","Hershey's production facility, exclusive of all sales, use, excise or other taxes, charges or assessments imposed on the purchase and resale of the Packaged Product, subject only those changes described in paragraph (d) below.",0
86425,"In the event of (i) a Specification change requested by Ligand or Cardinal Health for Ligand's benefit and agreed by the parties or to comply with any new requirement of a Regulatory Authority, (ii) termination by Ligand without cause or expiration of this Agreement; or (iii) unforeseeable obsolescence of any Raw Material, Ligand shall bear the cost of any unused Raw Materials which cannot be otherwise used by Cardinal Health nor returned for credit, provided that Cardinal Health purchased such Raw Materials in quantities consistent with Ligand's most recent Firm Commitment and the supplier's minimum purchase obligations.",Each insurance policy that is required under this Section shall be obtained from an insurance carrier with an A.M. Best rating of at least A VII.,0
182511,"Each of the parties agrees to (a) the irrevocable designation of the Secretary of State of the State of California as its agent upon whom process against it may be served, and (b) personal jurisdiction in any action brought in any court, federal or state, within the State of California having subject matter jurisdiction arising under this Agreement.","Failing such settlement the dispute shall be settled by arbitration in accordance with the Rules of the Singapore International Arbitration Centre in effect at the time of arbitration, by one or more arbitrators designated in conformity with these rules, the awards being formal and binding.",0
2654,"Customer and USF will mutually agree upon the disposition of Proprietary Products showing no movement for [***] days (""Dead Inventory"") and Customer will be responsible for the disposition of the Proprietary Products that we agree to.","If a force majeure event prevents USF from supplying all of the product needs of its customers, USF shall allocate such product as is available to USF among its customers in such manner as USF reasonably determines.",0
159030,7.3 JMI will provide Celgene with the results of all assays required to be run under the Specifications.,7.3 JMI will not provide Celgene with the results of all assays required to be run under the Specifications.,1
206907,The language of the arbitration will be English.,The language of the arbitration will be English.,0
172824,"""SIAC RULES"" shall have the meaning set forth in Section 10.2.","The Rental Commencement Date of this Lease for the purpose of determining when the monthly rental payments begin hereunder shall be the date on which Lessor notifies Lessee that the Equipment is installed, ready for use, at Lessee's installation site.",0
206883,"(c) In order for any Indemnified Party to be entitled to any indemnification under this agreement in respect of a claim that does not involve a Third Party Claim (a ""Claim""), the Indemnified Party must reasonably promptly notify the Indemnifying Party of that Claim, and describe in reasonable detail the basis for that Claim, except that any failure to give any such notification will only affect the Indemnifying Party's obligation to indemnify the Indemnified Party if the Indemnifying Party has been prejudiced as a result of that failure.","(c) In order for any Indemnified Party to be entitled to any indemnification under this agreement in respect of a claim that does not involve a Third Party Claim (a ""Claim""), the Indemnified Party must reasonably promptly notify the Indemnifying Party of that Claim, and describe in reasonable detail the basis for that Claim, except that any failure to give any such notification will only affect the Indemnifying Party's obligation to indemnify the Indemnified Party if the Indemnifying Party has been prejudiced as a result of that failure.",0
1,Customer will be responsible for restocking charges or freight cost incurred in connection with Dead Inventory.,Customer may be responsible for restocking charges or freight cost incurred in connection with Dead Inventory.,1
75672,"2 4.3 The Company shall supply the Ingredients and Packaging Materials set forth in Schedule ""A"" or as mutually agreed to by the Company and the Customer.","2 4.3 The Company shall not supply the Ingredients and Packaging Materials set forth in Schedule ""A"" or as mutually agreed to by the Company and the Customer.",1
99082,Buyer may EXHIBIT 10.24 GOODS AGREEMENT cancel or reschedule the delivery date or change the delivery point as specified in the relevant SOW.,Buyer shall not EXHIBIT 10.24 GOODS AGREEMENT cancel or reschedule the delivery date or change the delivery point as specified in the relevant SOW.,1
152698,"Notwithstanding anything contained herein to the contrary, WWI shall not be required to purchase any minimum quantity of the Products.","Notwithstanding anything contained herein to the contrary, WWI may be required to purchase any minimum quantity of the Products.",1
162438,"CoPacker shall label all Products using artwork, graphics, and label copy that WWI may furnish.","CoPacker shall label all Products using artwork, graphics, and label copy that WWI shall furnish.",1
206893,"(a) Expiration of the term of this agreement and termination under 13.2 will have one or more of the following consequences according to the table set out below: A. Nephros shall pay to Medica, and Medica shall pay to Nephros, all amounts payable up to the date of termination but not yet paid.","(a) Expiration of the term of this agreement and termination under 13.2 will have one or more of the following consequences according to the table set out below: A. Nephros shall pay to Medica, and Medica shall pay to Nephros, all amounts payable up to the date of termination but not yet paid.",0
188010,Medica will also be given first consideration in good faith for the manufacture of Cartridges not directly marketed by Nephros.,Medica may also be given first consideration in good faith for the manufacture of Cartridges not directly marketed by Nephros.,1
206888,This Section 12.3 does not apply to any liability of a party in respect of death or personal injury arising out of the negligence or willful misconduct of that party or its agents or Representatives.,This Section 12.3 does not apply to any liability of a party in respect of death or personal injury arising out of the negligence or willful misconduct of that party or its agents or Representatives.,0
99079,Supplier will only deliver the Products specified in a WA.,Supplier will not only deliver the Products specified in a WA.,1
102740,(v) Hershey will invoice Topps for the Packaged Products produced by Hershey at the time of shipment of such Packaged Products to Topps.,(v) Hershey will not invoice Topps for the Packaged Products produced by Hershey at the time of shipment of such Packaged Products to Topps.,1
162439,CoPacker may furnish to WWI insufficient information to verify shipment of the Products.,CoPacker shall furnish to WWI sufficient information to verify shipment of the Products.,1
187152,"No delay or omission by Lessor to exercise any remedy or right accruing upon a default shall impair any such remedy or right, nor be construed to be 7 a waiver of any such default or any other default, nor an acquiescence therein, nor a waiver of or in any manner affect Lessor's right not to waive any subsequent default of the same or of a different nature.",4.3 All Technical Information covered by this Agreement is property of AMFS and shall be maintain in confidence by Foamtec.,0
186018,ASSIGNMENT; NO SETOFF AGAINST ASSIGNEE.,"3 5.3 GOVERNMENT APPROVALS: Foamtec shall, at its own expense, take whatever steps are required to satisfy the laws and requirements of the respective countries within respect to declaring, recording and otherwise rendering this Agreement valid.",0
67432,"If at any time after delivery of Filled Product to Chiron, Chiron reasonably believes that such Filled Product is not stable during its Remaining Shelflife, then Chiron shall deliver a sample of such Filled Product to Cubist and a certification that Chiron properly stored the Filled Product in question.","The warranties set forth in the foregoing Section 9.1(a) shall not apply to, and Cubist shall not be in breach of such warranties with respect to, any units of Filled Product that have been altered, adulterated, misused, mishandled or improperly stored, packaged or transported in each case by a person other than Cubist, its Affiliates or the Cubist Suppliers, or any of their respective employees or agents.",0
139713,Purchaser shall be responsible for the actual cost of the Equipment.,Purchaser may be responsible for the actual cost of the Equipment.,1
15652,"If Sponsor does not approve such Change Order and has not terminated the Program but wants the Program to be modified to take into account the Modification, then Sponsor and CBSI shall use best efforts to agree on a Change Order that is mutually acceptable.",WORK PRODUCT a) All work outputs (e.g.,0
139707,"7UP/RC shall charge Purchaser and Purchaser shall pay for Product as specified in Exhibit A, unless 7UP/RC and Purchaser agree in writing to a different price.","7UP/RC may charge Purchaser and Purchaser shall pay for Product as specified in Exhibit A, unless 7UP/RC and Purchaser agree in writing to a different price.",1
187997,"After filing a response with any Governmental Authority, Medica shall within 5 Business Days notify Nephros of any further contacts with that Governmental Authority with respect to that response.","After filing a response with any Governmental Authority, Medica shall not within 5 Business Days notify Nephros of any further contacts with that Governmental Authority with respect to that response.",1
206911,"(a) No party will be responsible to the other under this agreement for failure or delay in performing any obligations under this agreement, other than payment obligations, due to factors beyond its control, including without limitation any war, fire, earthquake, or other natural catastrophe, or any act of God, but excluding labor disputes involving all or any part of the work force of that party (each such factor, an ""Event of Force Majeure"").","(a) No party will be responsible to the other under this agreement for failure or delay in performing any obligations under this agreement, other than payment obligations, due to factors beyond its control, including without limitation any war, fire, earthquake, or other natural catastrophe, or any act of God, but excluding labor disputes involving all or any part of the work force of that party (each such factor, an ""Event of Force Majeure"").",0
107059,Topps shall only be required to reimburse Hershey for any purchases of ingredients or packaging materials made by Hershey in excess of this three month supply if Topps has approved these purchases in writing in advance and Hershey cannot use these ingredients.,"The headings in this Agreement are for reference only, and shall not affect the interpretation of this Agreement.",0
206874,"(b) Nephros shall indemnify each Medica Entity, each Affiliate of each Medica Entity, each Representative of each Medica Entity, and the heirs, executors, successors, and assigns of any of the foregoing, against the following Indemnifiable Losses: (1) Indemnifiable Losses arising out of breach by Nephros of any of its obligations under this agreement; (2) Indemnifiable Losses arising out of any inaccuracy in any representations of Nephros contained in this agreement; 14 (3) Indemnifiable Losses arising out of any claim that any Intellectual Property of Nephros required to manufacture the Cartridge conflicts with the Intellectual Property Rights of any other Person; and (4) Indemnifiable Losses arising out of any Cartridges that have been manufactured by Medica under this agreement, unless those Indemnifiable Losses are due to breach by Medica of any of its obligations under this agreement or the negligence or willful misconduct of Medica or its agents or Representatives.","(b) Nephros shall indemnify each Medica Entity, each Affiliate of each Medica Entity, each Representative of each Medica Entity, and the heirs, executors, successors, and assigns of any of the foregoing, against the following Indemnifiable Losses: (1) Indemnifiable Losses arising out of breach by Nephros of any of its obligations under this agreement; (2) Indemnifiable Losses arising out of any inaccuracy in any representations of Nephros contained in this agreement; 14 (3) Indemnifiable Losses arising out of any claim that any Intellectual Property of Nephros required to manufacture the Cartridge conflicts with the Intellectual Property Rights of any other Person; and (4) Indemnifiable Losses arising out of any Cartridges that have been manufactured by Medica under this agreement, unless those Indemnifiable Losses are due to breach by Medica of any of its obligations under this agreement or the negligence or willful misconduct of Medica or its agents or Representatives.",0
152697,"Notwithstanding anything contained herein to the contrary, WWI shall not be required to purchase any minimum quantity of the Products.","Notwithstanding anything contained herein to the contrary, WWI shall be required to purchase any minimum quantity of the Products.",1
139708,Purchaser shall also be responsible for all property taxes on the equipment.,Purchaser may also be responsible for all property taxes on the equipment.,1
